Código Ámbito,Ámbito,Código área (M49),Área,Código Elemento,Elemento,Código Producto,Producto,Código año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo
EM,Distribución de emisiones,558,Nicaragua,7225,Emisiones (CH4),6996,Farm-gate emissions,2018,2018,mil toneladas,316.257,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7225,Emisiones (CH4),6996,Farm-gate emissions,2019,2019,mil toneladas,323.9928,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7230,Emisiones (N2O),6996,Farm-gate emissions,2018,2018,mil toneladas,10.4078,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7230,Emisiones (N2O),6996,Farm-gate emissions,2019,2019,mil toneladas,10.8899,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7273,Emisiones (CO2),6516,Cambios de uso de la tierra,2018,2018,mil toneladas,20430.0855,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7273,Emisiones (CO2),6516,Cambios de uso de la tierra,2019,2019,mil toneladas,20430.0855,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7225,Emisiones (CH4),6516,Cambios de uso de la tierra,2018,2018,mil toneladas,1.5609,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7225,Emisiones (CH4),6516,Cambios de uso de la tierra,2019,2019,mil toneladas,1.8681,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7230,Emisiones (N2O),6516,Cambios de uso de la tierra,2018,2018,mil toneladas,0.1425,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7230,Emisiones (N2O),6516,Cambios de uso de la tierra,2019,2019,mil toneladas,0.1706,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7273,Emisiones (CO2),6517,Pre y post-producción,2018,2018,mil toneladas,1194.5009,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7273,Emisiones (CO2),6517,Pre y post-producción,2019,2019,mil toneladas,1198.4992,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7225,Emisiones (CH4),6517,Pre y post-producción,2018,2018,mil toneladas,69.5838,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7225,Emisiones (CH4),6517,Pre y post-producción,2019,2019,mil toneladas,69.8691,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7230,Emisiones (N2O),6517,Pre y post-producción,2018,2018,mil toneladas,0.174,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7230,Emisiones (N2O),6517,Pre y post-producción,2019,2019,mil toneladas,0.1753,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7273,Emisiones (CO2),6510,Uso de electricidad en agrícola,2018,2018,mil toneladas,62.7257,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7273,Emisiones (CO2),6510,Uso de electricidad en agrícola,2019,2019,mil toneladas,64.3061,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7225,Emisiones (CH4),6510,Uso de electricidad en agrícola,2018,2018,mil toneladas,0.1524,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7225,Emisiones (CH4),6510,Uso de electricidad en agrícola,2019,2019,mil toneladas,0.1562,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7230,Emisiones (N2O),6510,Uso de electricidad en agrícola,2018,2018,mil toneladas,0.0008,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7230,Emisiones (N2O),6510,Uso de electricidad en agrícola,2019,2019,mil toneladas,0.0008,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7273,Emisiones (CO2),6507,Transformación de alimentos,2018,2018,mil toneladas,145.7554,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7273,Emisiones (CO2),6507,Transformación de alimentos,2019,2019,mil toneladas,145.1882,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7225,Emisiones (CH4),6507,Transformación de alimentos,2018,2018,mil toneladas,1.8131,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7225,Emisiones (CH4),6507,Transformación de alimentos,2019,2019,mil toneladas,2.0417,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7230,Emisiones (N2O),6507,Transformación de alimentos,2018,2018,mil toneladas,0.0032,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7230,Emisiones (N2O),6507,Transformación de alimentos,2019,2019,mil toneladas,0.0032,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7273,Emisiones (CO2),6815,Transformación de alimentos,2018,2018,mil toneladas,236.8525,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7273,Emisiones (CO2),6815,Transformación de alimentos,2019,2019,mil toneladas,231.0585,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7225,Emisiones (CH4),6815,Transformación de alimentos,2018,2018,mil toneladas,0.038,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7225,Emisiones (CH4),6815,Transformación de alimentos,2019,2019,mil toneladas,0.0367,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7230,Emisiones (N2O),6815,Transformación de alimentos,2018,2018,mil toneladas,0.0049,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7230,Emisiones (N2O),6815,Transformación de alimentos,2019,2019,mil toneladas,0.0047,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7273,Emisiones (CO2),6508,Venta de alimentos,2018,2018,mil toneladas,192.6845,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7273,Emisiones (CO2),6508,Venta de alimentos,2019,2019,mil toneladas,198.7286,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7225,Emisiones (CH4),6508,Venta de alimentos,2018,2018,mil toneladas,0.2604,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7225,Emisiones (CH4),6508,Venta de alimentos,2019,2019,mil toneladas,0.2819,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7230,Emisiones (N2O),6508,Venta de alimentos,2018,2018,mil toneladas,0.0018,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7230,Emisiones (N2O),6508,Venta de alimentos,2019,2019,mil toneladas,0.002,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7273,Emisiones (CO2),6515,Eliminación del desperdicio de alimentos,2018,2018,mil toneladas,0,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7273,Emisiones (CO2),6515,Eliminación del desperdicio de alimentos,2019,2019,mil toneladas,0,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7225,Emisiones (CH4),6515,Eliminación del desperdicio de alimentos,2018,2018,mil toneladas,66.2147,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7225,Emisiones (CH4),6515,Eliminación del desperdicio de alimentos,2019,2019,mil toneladas,66.1798,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7230,Emisiones (N2O),6515,Eliminación del desperdicio de alimentos,2018,2018,mil toneladas,0.1575,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7230,Emisiones (N2O),6515,Eliminación del desperdicio de alimentos,2019,2019,mil toneladas,0.1587,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7273,Emisiones (CO2),6505,Consumo de alimentos en los hogares,2018,2018,mil toneladas,549.9093,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7273,Emisiones (CO2),6505,Consumo de alimentos en los hogares,2019,2019,mil toneladas,549.9093,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7225,Emisiones (CH4),6505,Consumo de alimentos en los hogares,2018,2018,mil toneladas,1.068,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7225,Emisiones (CH4),6505,Consumo de alimentos en los hogares,2019,2019,mil toneladas,1.068,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7230,Emisiones (N2O),6505,Consumo de alimentos en los hogares,2018,2018,mil toneladas,0.0057,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7230,Emisiones (N2O),6505,Consumo de alimentos en los hogares,2019,2019,mil toneladas,0.0057,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7273,Emisiones (CO2),6506,Envasado alimentario,2018,2018,mil toneladas,6.5734,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7273,Emisiones (CO2),6506,Envasado alimentario,2019,2019,mil toneladas,9.3085,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7225,Emisiones (CH4),6506,Envasado alimentario,2018,2018,mil toneladas,0.0373,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7225,Emisiones (CH4),6506,Envasado alimentario,2019,2019,mil toneladas,0.1047,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7230,Emisiones (N2O),6506,Envasado alimentario,2018,2018,mil toneladas,0.0001,E,Valor estimado
EM,Distribución de emisiones,558,Nicaragua,7230,Emisiones (N2O),6506,Envasado alimentario,2019,2019,mil toneladas,0.0002,E,Valor estimado
